food_log_id,food_id,user_id,servings,datetime
359,36,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.15,2026-08-31 23:33:00+00
360,35,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-01 00:59:00+00
361,51,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.50,2026-09-01 01:00:00+00
362,26,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-09-01 15:01:00+00
363,18,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.33,2026-09-01 15:01:00+00
364,35,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-01 15:02:00+00
365,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-01 15:02:00+00
367,36,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.12,2026-09-01 19:29:00+00
368,30,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.25,2026-09-01 19:30:00+00
369,46,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-01 23:44:00+00
370,11,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.40,2026-09-01 23:44:00+00
371,51,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,4.00,2026-09-02 05:09:00+00
372,30,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.25,2026-09-02 05:21:00+00
373,26,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-09-02 15:01:00+00
374,27,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-02 15:02:00+00
375,32,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-02 15:03:00+00
377,30,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.25,2026-09-02 18:16:00+00
379,33,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-02 18:17:00+00
380,46,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.36,2026-09-03 00:19:00+00
381,18,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.30,2026-09-03 00:21:00+00
382,35,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.25,2026-09-03 00:22:00+00
383,11,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.40,2026-09-03 00:23:00+00
384,51,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-09-03 01:42:00+00
396,26,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-09-03 18:16:00+00
398,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-03 19:06:00+00
402,9,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-03 19:20:00+00
403,19,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-09-04 00:20:00+00
404,37,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-09-04 00:21:00+00
405,25,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.50,2026-09-04 01:44:00+00
406,30,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.50,2026-09-04 03:23:00+00
407,36,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.25,2026-09-04 03:24:00+00
408,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-09-04 17:20:00+00
412,11,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.40,2026-09-04 17:21:00+00
413,12,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.50,2026-09-04 17:21:00+00
416,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-04 17:41:00+00
417,13,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.50,2026-09-04 17:42:00+00
418,30,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.50,2026-09-04 17:43:00+00
419,76,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-09-05 03:06:00+00
420,77,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.33,2026-09-05 03:10:00+00
421,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-09-05 17:00:00+00
422,39,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-05 17:00:00+00
424,12,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-05 17:30:00+00
425,13,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.50,2026-09-05 17:30:00+00
426,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-05 17:30:00+00
427,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-05 17:30:00+00
428,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-05 20:17:00+00
429,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-05 20:18:00+00
430,30,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.25,2026-09-05 20:27:00+00
431,43,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-06 00:17:00+00
432,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-06 00:17:00+00
433,76,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.62,2026-09-06 00:18:00+00
434,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-06 00:32:00+00
435,78,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-06 00:35:00+00
436,30,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.25,2026-09-06 03:41:00+00
437,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-06 16:05:00+00
438,15,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-09-07 18:30:00+00
439,9,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-07 18:30:00+00
440,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-07 18:31:00+00
441,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-06 18:32:00+00
442,12,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-06 18:33:00+00
443,13,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-06 18:33:00+00
444,21,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-06 18:34:00+00
445,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-06 18:34:00+00
446,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-06 18:35:00+00
447,25,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.67,2026-09-06 18:35:00+00
448,79,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-09-06 18:41:00+00
449,35,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-06 18:43:00+00
452,80,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,3.00,2026-09-06 18:51:00+00
453,81,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-06 18:55:00+00
454,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,3.00,2026-09-06 18:55:00+00
455,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-09-07 19:01:00+00
456,76,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.12,2026-09-07 22:17:00+00
457,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-07 22:18:00+00
458,60,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-07 22:31:00+00
459,82,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-07 22:35:00+00
460,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-08 01:41:00+00
461,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-08 01:41:00+00
462,19,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-08 01:41:00+00
463,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.01,2026-09-08 15:02:00+00
464,12,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-08 15:59:00+00
465,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-08 15:59:00+00
466,13,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.10,2026-09-08 15:59:00+00
467,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-08 17:28:00+00
468,79,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.50,2026-09-08 18:34:00+00
469,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-08 18:34:00+00
470,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-08 20:44:00+00
471,34,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,3.00,2026-09-08 22:31:00+00
472,35,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-09-08 22:31:00+00
474,30,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.25,2026-09-09 03:23:00+00
476,51,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,3.00,2026-09-09 05:01:00+00
